,Type,Price(Cr),Bath(s),Area(Marla),Bedroom(s),Location,Description,Amenities: Main Features,Amenities: Rooms,Amenities: Business and Communication,Amenities: Community Features,Amenities: Healthcare Recreational,Amenities: Other Facilities,IsPrimeLoc,SolarInstalled,WaterBore,CornerHouse,luxury_type,Built in year,Parking Spaces,Floor,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,Swimming Pool,Storey Unit,BedBath_Diff
1327,House,3.5,6.0,8.0,4.0,B-17,"Brand New Designer House for Sale CDA Sector B-17, Islamabad Property Details: Plot Size: 30x60 (1800 Sqft) Double Unit Location: Prime Location in Multi Gardens E-Block Sector B-17 Islamabad House Features: 4 Spacious Bedrooms 2 Guest Rooms 6 Stylish Washrooms 2 Tv Lounges 2 Modern Kitchens Servant Quarter Park Facing Elegant & Classic Elevation Prime Location Benefits: Walking Distance to Commercial Area Near Mosque, Family Park & Multi Zoo Close to Hospital & Schools Installed Utilities: Own Water Bore ,Gas Meter , Separate Electric Meters For More Details & Visit Contact Now!","Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 4, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room",Satellite or Cable TV Ready,"Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Lawn or Garden, Swimming Pool, Sauna","Maintenance Staff, Security Staff, Other Facilities",True,False,True,False,0,2025.0,2.0,2.0,4.0,6.0,1.0,2.0,1.0,1.0,2.0,-2.0
1328,House,16.0,,20.0,6.0,Park Enclave,"CDA Transfer Luxurious Brand-New House For Sale Park Enclave Further Details About This House,Double Story House Built In 2023 At Very Prime Location Wide Street Beautiful View 6 Bedroom Attached Washroom 2 Tv/Lounge Drawing And Dining Servant Quarter/Store/Laundry Area/4-Car Parking Fotile Double Kitchen Also Dirty Kitchen Ground/Upper Ac Units Installed All Room And Gas Central Heating, All Baths Are Equipped With Imported Grohe Fittings Fixture'S Amazing Woodwork, All Teak Wood Ash Wood Used In Bungalow. Beautiful Lawn With Variety Of Planters. Peaceful And Highly Secured Living Area Great Opportunity, Don'T Waste Your Time Just Grab This Opportunity More Options Are Available House/Plot'S/Flats/Villa'S We Deal In CDA Residential And Commercial Property Can Contact Us Sale,BuY,Rent Property'S In Islamabad","Built in year: 2021, Parking Spaces: 1, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features",,"Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities",,,True,False,False,False,0,2021.0,1.0,,,,,,,,2.0,
1329,House,16.0,6.0,20.0,6.0,Park Enclave,"CDA Transfer Luxurious Brand-New House For Sale Park Enclave Further Details About This House,Double Story House Built In 2023 At Very Prime Location Wide Street Beautiful View 6 Bedroom Attached Washroom 2 Tv/Lounge Drawing And Dining Servant Quarter/Store/Laundry Area/4-Car Parking Fotile Double Kitchen Also Dirty Kitchen Ground/Upper Ac Units Installed All Room And Gas Central Heating, All Baths Are Equipped With Imported Grohe Fittings Fixture'S Amazing Woodwork, All Teak Wood Ash Wood Used In Bungalow. Beautiful Lawn With Variety Of Planters. Peaceful And Highly Secured Living Area Great Opportunity, Don'T Waste Your Time Just Grab This Opportunity More Options Are Available House/Plot'S/Flats/Villa'S We Deal In CDA Residential And Commercial Property Can Contact Us Sale,BuY,Rent Property'S In Islamabad","Built in year: 2023, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors, Other Main Features, Furnished","Bedrooms: 6, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2023.0,1.0,1.0,6.0,6.0,1.0,2.0,1.0,1.0,2.0,0.0
1330,House,11.9,6.0,20.0,6.0,DHA Defence,Demand 11.90 caror 6000 sq/ft 6 bed designer house Spanish tiles Tripple bodied floor tiles Solid USA yellow pine wood work Yall fixtures Paradiso Granite kitchen tops,"Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Waste Disposal, Other Main Features, Furnished","Bedrooms: 2, Bathrooms: 2, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",,"Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,,,,2.0,2.0,,1.0,,,,0.0
1331,House,13.9,6.0,20.0,5.0,DHA Defence,"Presenting This Exceptional 1 Kanal Masterpiece, one of the most sought-after houses for sale in DHA. Situated near a park and close to all essential amenities, this property offers luxurious living at its finest. Here are some key features of this remarkable house: 5 spacious bedrooms, each with attached bathrooms All bathrooms equipped with high-quality imported fittings, including Grohe fittings Impeccable woodwork throughout the house, using teak wood and ash wood Imported fittings installed in every washroom Conveniently located near a park and mosque Commercial area in close proximity Total covered area of approximately 6000 sq ft Double-story structure Wiring for UPS and generator completed Provision for CCTV cameras Solid steel work for the main gate Sliding doors for ease of access Elegant marble-tiled wooden flooring Spanish tiles used to cover all washrooms Contact Us For Further information","Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Bedrooms: 5, Bathrooms: 6, Drawing Room, Dining Room, Kitchens: 2, Study Room, Powder Room, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Kids Play Area, Barbeque Area","Lawn or Garden, Jacuzzi","Maintenance Staff, Security Staff, Facilities for Disabled",False,False,False,False,0,2025.0,3.0,2.0,5.0,6.0,,2.0,2.0,,2.0,-1.0
1332,House,12.7,6.0,20.0,6.0,DHA Defence,House for Sale Your Dream Home Awaits! Location: Prime & peaceful area Size: Spacious design with modern architecture Move in today & start living your dream life! Perfect Family House Comfort aur Class ek sath,"Built in year: 2025, Parking Spaces: 03, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 01, Other Main Features","Bedrooms: 06, Bathrooms: 07, Servant Quarters: 02, Drawing Room, Dining Room, Kitchens: 02, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 01, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,3.0,1.0,6.0,7.0,2.0,2.0,1.0,1.0,1.0,0.0
1333,House,42.0,6.0,19.5,5.0,F-6,"488 Sqyard Ambassador House For Sale (488 Sq Yds) Prime Location *F-6/1 Islamabad* 5 Bed room house Ground 1 Bed attached bath, one powder room wide tv lounge Drawing Dining Open Kitchen+greasy kitchen First Floor 3 Bed attached bath, powder room, open kitchen, tv lounge & Basement Party Hall 1 Bed attach bath, powder bathroom, small open kitchen +Cinema Room +Jacqucy Room 2 Servant Quarters Laundry area 1 Momty Roof Top bed with bath Wide Car Parking Prime Location very Near F-6 Kohsar Market Islamabad Rent: 6000 USD/ Foreigners Only For Sale :42 Crore for more details Feel free to contact Fair Deal Realtors D-12","Built in year: 2023, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 3, Powder Room, Store Rooms: 1, Lounge or Sitting Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready",Community Lawn or Garden,"Lawn or Garden, Jacuzzi",Security Staff,True,False,False,False,0,2023.0,3.0,3.0,5.0,6.0,2.0,,1.0,,1.0,-1.0
1334,House,3.2,5.0,8.0,4.0,B-17,"8 Marla Double Unit House for Sale in Multi Gardens B-17, Islamabad A beautifully built 8 Marla double-unit, double-storey house is available for sale in the prime location of Multi Gardens, Sector B-17, Islamabad. This modern home offers direct access from the main double road and is just a short walk from the mosque, park, and school, making it ideal for families. Property Features: 4 spacious bedrooms with attached bathrooms Servant quarter with separate entrance Stylish and fully equipped kitchen Powder room for guests 2-car parking space in a wide porch Elegant front elevation and modern architecture Bright, airy rooms with excellent ventilation Premium fittings and quality construction Location Highlights: Prime sector of B-17, Multi Gardens Direct access from main double road Walking distance from mosque, park, and school Peaceful and secure neighborhood This property offers a perfect blend of luxury, comfort, and convenience an ideal choice for families seeking a beautiful home in one of Islamabads most prestigious housing","Built in year: 2025, Parking Spaces: 2, Flooring, Electricity Backup, Floors: 2","Bedrooms: 4, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi",,True,False,False,False,1,2025.0,2.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,2.0,-1.0
1335,House,2.45,5.0,5.0,4.0,B-17,size. 25x50 5 Marla Brand new Solid land Sun Facing Good location A++ Quality of construction All facilities Water boring Gas Electricity Walking distance from Park Masque main commercial market School Direct access from main Double Road very Reasonable For more details contact Zohaib Adalat Baloch Grow More Farm and Land,"Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Bedrooms: 4, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi",Security Staff,False,False,True,False,0,2025.0,1.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,2.0,-1.0
1336,House,4.35,6.0,14.0,5.0,B-17,14 Marla with extra land B block Used Double Story Single Unit Corner house Prime Location Some steps from Park Masque main commercial market main Double Road School Main Gate No. 1 All facilities Sui Gas Meter installed Water boring 60 feet wide carpeted Street Corner Sun face investor Rate price Visit any time possible for more details contact. Zohaib Adalat Baloch,"Built in year: 2019, Parking Spaces: 2, Flooring, Electricity Backup, Floors: 2","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi",Security Staff,True,False,True,True,1,2019.0,2.0,2.0,5.0,6.0,1.0,2.0,1.0,1.0,2.0,-1.0
1337,House,2.85,6.0,8.0,4.0,B-17,30X60 E block Brand new house Main Double Road Sun face Solid land A++ Quality of construction walking distance from Park Masque main commercial market School All facilities Water boring Electricity Visit any time possible For more information contact Zohaib Adalat Baloch,"Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 4, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",Other Facilities,False,False,True,False,0,2025.0,2.0,2.0,4.0,6.0,1.0,2.0,1.0,1.0,2.0,-2.0
1338,House,6.6,5.0,14.0,5.0,B-17,New designer house A+ construction house for sale. Brand new house. *Desirous rooms with attached washroms. Big size designer washrooms. * A+ construction. * Heighted doors. Prime location house. * Walking distance park. * Walking distance musjed. * Walking distance markaz. Society give free water supply.,"Built in year: 2025, Double Glazed Windows, Central Air Conditioning, Central Heating","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2025.0,,,,,,,,1.0,,0.0
1341,House,7.25,4.0,8.0,5.0,G-11,"Park Facing 30x60 Front Open Beautiful House Is Available For Sale On Investor Rate. Bedroom With Attach Bath Drawing Dining Tv Lounge Kitchen Car parking Space Fully Tile Flooring Near By Park, Masjid, School, Hospital, Market, And Srinagar Highway Ideal And Peace Full location Nice House Wide streets Nearby commercial and public parks with kids play area. This House is in one of the most leading and Emerging sector of Islamabad. Fully Tille Flooring All Facilities Are Available More Details Please Contact us And Arrange Visit","Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features","Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,,2.0,,,,1.0,2.0,1.0,,,1.0
